Domain,Having_IP,Have_At_Sign,URL_Length,URL_Depth,Redirection,HTTP_Domain,Tiny_URL,Prefix_Suffix,Iframe,Mouse_Over,Right_Click,Forwarding,Label
starliker.net,0,0,0,0,0,0,0,0,0,0,1,0,phishing
microsoftmail.moonfruit.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
lizdombrowski.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
is.gd,0,0,1,4,0,0,1,0,1,1,1,1,phishing
hosting2042037.online.pro,0,0,0,0,0,0,0,0,1,1,1,1,phishing
cdmorris.com,0,0,1,9,0,0,0,0,0,0,1,0,phishing
kvsrogurgaon.in,0,0,1,4,0,0,0,0,0,0,1,1,phishing
vanbaolu.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
appviagespontosbr.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
arrowsurfandsport.com,0,0,1,3,0,0,1,0,0,0,1,0,phishing
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
yarlstudio.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
chatx-whatsapp.guied7.my.id,0,0,0,0,0,0,0,1,1,1,1,1,phishing
mrhydra.com,0,0,1,7,0,0,0,0,0,0,1,0,phishing
videosfacebook.today,0,0,1,2,0,0,0,0,1,1,1,1,phishing
wezcollege.edu.pe,0,0,1,3,0,0,0,0,1,1,1,1,phishing
cartetitolari.mps.it.id1998177.xyz,0,0,0,1,0,0,0,0,1,1,1,1,phishing
environaquatech.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
itunes-signup.performancehorizon.com,0,0,1,3,0,0,0,1,0,0,1,0,phishing
arsalanconstructioncompany.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
bobbyveert.nl,0,0,0,1,0,0,0,0,1,1,1,1,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
detty-prestation.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
toquedsol.com,0,0,1,7,0,0,0,0,0,0,1,0,phishing
200.129.154.179,0,0,0,0,0,0,0,0,1,1,1,1,phishing
sua-mae-vai-adora-essa-novidade.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
u1035597.cp.regruhosting.ru,0,0,1,2,0,0,0,0,1,1,1,1,phishing
genipaper.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
deltacorpuae.com,0,1,1,1,0,0,0,0,1,1,1,1,phishing
maciel.med.br,0,0,0,3,0,0,0,0,0,0,1,0,phishing
muz.so,0,0,0,1,0,0,0,0,0,0,1,0,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
prsicilacap.org,0,0,0,1,0,0,0,0,1,1,1,1,phishing
google.com,0,0,1,1,1,0,0,0,0,0,1,0,phishing
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
estudiomaskin.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
aprenderparaser.com.br,0,0,0,1,0,0,0,0,0,0,1,0,phishing
hamt.jp,0,0,1,7,0,0,0,0,1,1,1,1,phishing
icloud.com.find.support-lphone.co,0,0,0,0,0,0,0,1,1,1,1,1,phishing
maitee.cl,0,0,1,3,0,0,0,0,1,1,1,1,phishing
153284594738391.statictab.com,0,0,1,1,0,0,0,0,1,0,1,0,phishing
tptelecom.it,0,0,1,6,0,0,0,0,0,0,1,0,phishing
175.107.206.134,0,0,1,4,0,0,0,0,1,1,1,1,phishing
amazon.co.jp.zoan.shop,0,0,0,0,0,0,0,0,1,1,1,1,phishing
pd-iskra-lj.si,0,0,1,5,0,0,0,1,0,0,1,0,phishing
ticonme.es,0,0,1,4,0,0,0,0,1,1,1,1,phishing
balletshop.eu,0,0,0,3,0,0,0,0,0,0,1,0,phishing
supperbelle.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
smediamap.youthpress.org,0,0,0,2,0,0,0,0,0,0,1,0,phishing
tenwhinilci.ml,0,0,0,0,0,0,0,0,1,1,1,1,phishing
amazon.co.jp.wfd1gr2ed4eg9fdadhs.buzz,0,0,0,0,0,0,0,0,1,1,1,1,phishing
effafrica.org,0,0,1,4,0,0,0,0,1,1,1,1,phishing
cashflowfxonline.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
bancoitaudigital.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
agendarsaque-fgts.online,0,0,0,1,0,0,0,1,1,1,1,1,phishing
environaquatech.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
katsura-kids.com,0,1,1,2,0,0,0,1,0,0,1,0,phishing
atualizacao-de-emergencia.tk,0,0,1,4,0,0,0,1,1,1,1,1,phishing
acewoodson.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
barogaleria.com,0,1,1,5,0,0,0,0,0,0,1,0,phishing
stanislausgrown.org,0,0,1,9,0,0,0,0,0,0,1,0,phishing
roomedi.com,0,1,1,5,0,0,0,0,0,0,1,0,phishing
triplevision.net,0,0,0,1,0,0,0,0,0,0,1,0,phishing
tableau-et-compagnie.fr:443,0,0,0,1,0,0,0,1,1,1,1,1,phishing
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
qatarspr.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
eset-store.gr,0,0,0,2,0,0,0,1,0,0,1,0,phishing
techcrose.com,0,0,0,4,0,0,0,0,1,1,1,1,phishing
lankeshpatrike.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
pecom.app,0,0,0,0,0,0,0,0,1,1,1,1,phishing
tecnofarma.com.co,0,0,1,3,0,0,0,0,0,0,1,0,phishing
webapp186332.ip-172-104-4-187.cloudezapp.io,0,0,1,6,0,0,0,1,0,0,1,0,phishing
barhampacking.com.au,0,0,1,3,0,0,0,0,1,1,1,1,phishing
beautifulnessshine.com,0,0,0,1,1,0,0,0,1,1,1,1,phishing
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,phishing
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
shinai.jp,0,0,1,3,0,0,0,0,1,1,1,1,phishing
nhomkinhlongxuyen.com,0,0,1,8,0,0,0,0,1,1,1,1,phishing
andaraspa.com,0,0,0,4,0,0,0,0,0,0,1,0,phishing
digibarre.pt,0,1,1,4,0,0,0,0,0,0,1,0,phishing
smpn2ba3.sch.id,0,0,1,5,0,0,0,0,0,0,1,0,phishing
t.co,0,0,0,1,0,0,1,0,0,0,1,0,phishing
amidabuli.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
secure.runescape.com-un.ru,0,0,1,2,0,0,0,1,1,1,1,1,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
espace-client.net,0,0,0,1,0,0,0,1,0,0,1,0,phishing
rkdalmill.com,0,1,1,8,0,0,0,0,1,1,1,1,phishing
ltau-clientes.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
ginseystore.vlmclient.com,0,0,1,8,0,0,1,0,1,1,1,1,phishing
elanlimitedgurgaon.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
paypalp.ontraport.com,0,0,1,12,0,0,1,0,0,0,1,0,phishing
sunnymere-my.sharepoint.com,0,0,1,4,0,0,1,1,0,0,1,0,phishing
heartstrongyoga.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
twowheelcool.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
batumi.net,0,0,0,2,0,0,0,0,1,1,1,1,phishing
rfidhr.tk,0,0,0,3,0,0,0,0,1,1,1,1,phishing
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
beesnaturals.com,0,0,0,1,0,0,0,0,1,0,1,0,phishing
indiankitchenfood.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
rhodvillecu.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
francogatta.it,0,0,0,2,0,0,0,0,0,0,1,0,phishing
csbw.fr,0,0,0,1,0,0,0,0,0,0,1,0,phishing
nectaribate.com.br,0,0,0,3,0,0,0,0,1,1,1,1,phishing
healthystyling.com,0,0,0,3,0,0,0,0,0,0,1,0,phishing
worldmedicassist.com,0,0,0,3,0,0,1,0,0,0,1,0,phishing
ayogabungdigrupwa121.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
kadubeureum-serang.desa.id,0,1,1,7,0,0,0,1,0,0,1,0,phishing
pintatodo.mx,0,0,0,1,0,0,0,0,1,1,1,1,phishing
mesdelas.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
noreply-netelle.blogspot.com,0,0,0,0,0,0,1,1,0,0,1,0,phishing
ziboleq.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
littleplaceguesthouse.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
sidreriagalastur.es,0,0,1,3,0,0,0,0,1,1,1,1,phishing
ing-mobile.app,0,0,0,1,0,0,0,1,1,1,1,1,phishing
paypal.co.uk.useriazi6bqgssb.settingsppup.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
oldschool-membership.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
canceraidsociety.org,0,0,0,3,0,0,0,0,1,1,1,1,phishing
cidadeweb.tv.br,0,0,1,2,0,0,0,0,1,1,1,1,phishing
smsenligne.myfreesites.net,0,0,0,0,0,0,0,0,0,0,1,0,phishing
santander-prestamosmx.vanmx.xyz,0,0,1,1,0,0,0,1,1,1,1,1,phishing
lagelijundiai.com.br,0,0,0,2,0,0,0,0,1,1,1,1,phishing
sohantraders.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
mail.afirehorse.com,0,0,0,4,0,0,0,0,1,1,1,1,phishing
surveyabincol.it,0,0,0,4,0,0,0,0,1,1,1,1,phishing
pinnerx.com,0,0,1,2,0,0,1,0,1,1,1,1,phishing
adamjak.sk,0,1,1,5,0,0,0,0,1,1,1,1,phishing
www-poloniex.net,0,0,0,0,0,0,0,1,1,1,1,1,phishing
betdhw.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
theingredients.net,0,0,0,2,0,0,0,0,0,0,1,0,phishing
uat-internetloanapplication.cudl.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
u1035597.cp.regruhosting.ru,0,0,1,3,0,0,0,0,1,1,1,1,phishing
dostavkacvetovkievzakazatonlajn.cheap,0,0,0,0,0,0,0,0,1,1,1,1,phishing
ofertasarrasadorasameweb.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
t.co,0,0,0,1,0,0,1,0,1,1,1,1,phishing
educacion.rionegro.gov.ar,0,0,1,8,0,0,0,0,0,0,1,0,phishing
u.to,0,0,0,1,0,0,1,0,1,1,1,1,phishing
mevida.se,0,0,0,1,0,0,0,0,0,0,1,0,phishing
smtasia.co.th,0,0,1,5,0,0,0,0,0,0,1,0,phishing
utechtextil.com.br,0,0,1,3,0,0,0,0,0,0,1,0,phishing
cnsenxiang.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
steamfirm.tk,0,0,0,0,0,0,0,0,1,1,1,1,phishing
secure.runescape.com-zx.ru,0,0,1,2,0,0,0,1,1,1,1,1,phishing
jppost-ama.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
minyuanmm.com,0,0,0,1,0,0,0,0,1,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
usbank-link-mupyndtfft---com.illmickelsonbeats.com,0,0,1,1,0,0,0,1,1,1,1,1,phishing
evernote.com,0,0,1,4,0,0,0,0,0,0,1,1,phishing
staging.theelegantyou.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
i-ta.cc,0,1,1,1,0,0,0,1,1,1,1,1,phishing
kinemind.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
netpaymentservices.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
palletsolutions.ca,0,0,0,2,0,0,0,0,0,0,1,0,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
dehkadenovin.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
verif-main2d.blogspot.com,0,0,0,0,0,0,1,1,0,0,1,0,phishing
bpl.kr,0,0,0,1,0,0,0,0,0,0,1,0,phishing
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,phishing
positiveomar.net,0,0,0,1,0,0,0,0,1,1,1,1,phishing
po.do,0,0,0,1,0,0,0,0,1,1,1,1,phishing
1drv.ms,0,0,1,2,0,0,0,0,0,0,1,0,phishing
organichealthyfood.top,0,0,0,2,0,0,0,0,1,1,1,1,phishing
kortalankar.se,0,0,0,1,0,0,0,0,0,0,1,0,phishing
novapack.cl,0,0,0,1,0,0,0,0,1,1,1,1,phishing
emporio71.com.br,0,0,0,1,0,0,0,0,1,1,1,1,phishing
meliansoftware.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
funeo.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
zakupy-domowe.glosowanie-konkurs.eu,0,0,0,0,0,0,0,1,1,1,1,1,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
cityfm92.gr,0,0,1,2,0,0,0,0,0,0,1,0,phishing
stolizaparketa.ru,0,0,1,7,0,0,0,0,1,1,1,1,phishing
pd-iskra-lj.si,0,0,1,3,0,0,0,1,0,0,1,0,phishing
bigcredjf.com.br,0,1,1,4,0,0,1,0,1,1,1,1,phishing
am-t.by,0,1,1,5,0,0,0,1,0,0,1,0,phishing
yorki-style.ru,0,0,1,6,0,0,0,1,1,1,1,1,phishing
midiaplural.com.br,0,0,0,3,0,0,0,0,1,1,1,1,phishing
app.getaccept.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
cadastro.byethost6.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
fbcontainment.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
azecra.com,0,0,0,3,0,0,0,0,0,0,1,0,phishing
happinity.jp,0,1,0,1,0,0,0,0,1,0,1,0,phishing
aprenderparaser.com.br,0,0,0,1,0,0,0,0,0,0,1,0,phishing
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,phishing
atefnet.com,0,0,1,7,0,0,1,0,1,1,1,1,phishing
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
grindtimegym.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
betasus12.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
environaquatech.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
photos-restoration.com,0,0,1,7,0,0,0,1,1,1,1,1,phishing
adnet8.com,0,0,1,2,1,0,0,0,0,0,1,0,phishing
comoliberarhuawei.com,0,0,0,4,0,0,0,0,1,1,1,1,phishing
forms.gle,0,0,0,1,0,0,0,0,0,0,1,0,phishing
prakasaws.com,0,0,1,9,0,0,0,0,0,0,1,0,phishing
sixpointpartners-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,phishing
entraegypt.com,0,0,0,1,0,0,1,0,0,0,1,0,phishing
paypal-loginupdate.viewdns.net,0,0,0,0,0,0,0,1,1,1,1,1,phishing
f78rk.app.link,0,0,0,0,0,0,0,0,0,0,1,0,phishing
centraslcourierllc.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
vadodaramarathon.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
aberturasagma.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
venturegroupit.com,0,0,1,3,0,0,1,0,1,1,1,1,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
barberiamartinz.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
xn--72c1aoa8a9c8a4b8fqd.com,0,0,1,5,0,0,0,1,1,1,1,1,phishing
pattybarrueta.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
keboemen.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
errorcode1204.gq,0,0,0,1,0,0,0,0,1,1,1,1,phishing
verified-paxful.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
tvoigolos.atspace.cc,0,0,0,2,0,0,0,0,0,0,1,0,phishing
personaszonasegvra1bnonline.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
34.96.107.204,0,0,1,1,1,0,0,0,1,1,1,1,phishing
plataformaeducativa.se.jalisco.gob.mx,0,0,1,3,0,0,0,0,0,0,1,0,phishing
dzd.rksmb.org,0,0,1,4,0,0,1,0,1,1,1,1,phishing
taxionpanama.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
videosfacebook.today,0,0,1,2,0,0,0,0,1,1,1,1,phishing
doapositioning.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
bestsupremejapanwebframarket.club,0,0,0,0,0,0,0,0,1,1,1,1,phishing
therockacc.org,0,0,1,4,0,0,0,0,1,1,1,1,phishing
notarius24.biz,0,0,1,14,0,0,0,0,0,0,1,0,phishing
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
pixiai.co,0,0,0,4,0,0,0,0,1,1,1,1,phishing
vensyemall.com,0,0,1,6,0,0,0,0,1,1,1,1,phishing
mail.tgroot.nl,0,0,0,2,0,0,0,0,0,0,1,0,phishing
dzd.rksmb.org,0,0,1,5,0,0,1,0,1,1,1,1,phishing
frangosulme.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
elomo.ro,0,0,1,5,0,0,0,0,1,0,1,0,phishing
tamilradio5.eu,0,0,0,2,0,0,0,0,1,1,1,1,phishing
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,0,1,0,phishing
catholichub.tv,0,0,0,3,0,0,0,0,0,0,1,0,phishing
giristuurkiyemgovtr.org,0,0,0,2,0,0,0,0,1,1,1,1,phishing
induferram.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
154.30.211.130.bc.googleusercontent.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
aldershvile.no,0,0,0,1,0,0,0,0,1,1,1,1,phishing
404eror-cnfrm.000webhostapp.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
fique-aqui-compras.com,0,0,1,2,0,0,0,1,1,1,1,1,phishing
inversionesgini.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
vksavesmusic.webservis.ru,0,0,0,0,0,0,0,0,0,0,1,0,phishing
gioielleriagibertini.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
bbsignage.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
seg-dispositivo.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
onedrive.live.com,0,0,1,1,0,0,0,0,0,0,1,0,phishing
bigcredjf.com.br,0,1,1,4,0,0,0,0,1,1,1,1,phishing
colegiodosardao.org,0,0,1,7,0,0,0,0,0,0,1,0,phishing
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
restaurantelabarquita.com,0,1,1,2,0,0,0,0,1,1,1,1,phishing
tls.net.vn,0,0,1,6,0,0,0,0,1,1,1,1,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
quintascastaldi.com.br,0,0,0,2,0,0,0,0,0,0,1,0,phishing
wausaueats.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
marufulislam.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
adventuresofus.co,0,0,1,5,0,0,0,0,1,1,1,1,phishing
instasaugat.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
chikh-ali.com,0,0,0,3,0,0,0,1,1,1,1,1,phishing
zomanji.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
filedotard.yolasite.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
benson6303.com,0,1,1,5,0,0,0,0,1,1,1,1,phishing
tptelecom.it,0,0,1,8,0,0,0,0,0,0,1,0,phishing
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
hdhightemperaturewire.com,0,0,0,3,0,0,0,0,0,0,1,0,phishing
bprkita.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
arrowcase.com,0,0,1,3,0,0,0,0,0,0,1,0,phishing
lacasadelmanitas.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
ehan.org,0,0,0,3,0,0,0,0,0,0,1,0,phishing
enigreen.net,0,0,1,3,0,0,0,0,1,1,1,1,phishing
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
vanwertworks.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
jabezrealtyservices.com,0,0,1,3,1,0,0,0,1,1,1,1,phishing
attnetcommonloginigate_edamcon.godaddysites.com,0,0,1,0,0,0,0,0,1,1,1,1,phishing
a-onetraders.com,0,0,0,2,0,0,0,1,0,0,1,0,phishing
floorsdirectltd.co.uk,0,0,0,2,0,0,0,0,0,0,1,0,phishing
adnet8.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
66.45.251.211,0,0,0,0,0,0,0,0,0,0,1,0,phishing
tptelecom.it,0,0,1,6,0,0,0,0,0,0,1,0,phishing
johnfinchpartnership.com,0,0,1,2,0,0,0,0,1,1,1,1,phishing
artfullyrestless.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
autorizador5.com.br,0,0,1,7,0,0,0,0,1,1,1,1,phishing
zeimbresyxtmupgrdx40rew.jdevcloud.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
atagucsea.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
008753331120.com,0,0,1,3,0,0,0,0,1,1,1,1,phishing
regina.ninetendev.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
izigroup.info,0,0,1,4,0,0,0,0,1,1,1,1,phishing
whatsappjoingrup.zyns.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
icloud.com-ios.me,0,0,0,0,0,0,0,1,1,1,1,1,phishing
icloud-mydevice.com,0,0,0,0,0,0,0,1,0,0,1,0,phishing
hrweb99.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
accurateofes.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
ofica.sytes.net,0,0,0,2,0,0,0,0,1,1,1,1,phishing
35.199.84.117,0,0,0,1,0,0,0,0,1,1,1,1,phishing
workprotocoles-com.webs.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
bb.alerta-seguranca.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
kandbmoldedproducts.com,0,0,1,2,0,0,0,0,0,0,1,0,phishing
comoliberarhuawei.com,0,0,0,4,0,0,0,0,1,1,1,1,phishing
mayamimar.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,phishing
decifra.com.br,0,0,1,3,0,0,0,0,0,0,1,0,phishing
arridhosentul.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
juegosdemesamodernos.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
happypur.com,0,0,0,1,0,0,0,0,0,0,1,0,phishing
cogimodule.com,0,0,0,3,0,0,0,0,1,1,1,1,phishing
g4x.papernom.com,0,0,1,1,0,0,0,0,1,1,1,1,phishing
ukgov-taxservices.com,0,0,0,0,0,0,0,1,1,1,1,1,phishing
littlethingspr.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
sanjoaquinvalleybrewfest.com,0,1,1,8,0,0,1,0,1,1,1,1,phishing
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
barclaycard.signln.link,0,0,0,0,0,0,0,0,1,1,1,1,phishing
support.nouvelle-aquitaine.pro,0,0,1,4,0,0,0,1,0,0,1,0,phishing
paxful.com.applepayers.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
bizcloudz.net,0,0,1,2,0,0,0,0,0,0,1,0,phishing
decifra.com.br,0,0,0,2,0,0,0,0,0,0,1,0,phishing
b4k.f5c.myftpupload.com,0,0,0,3,0,0,0,0,1,0,1,0,phishing
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
plasticmonkey.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
bpoconnectja.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
test102760.test-account.com,0,0,0,1,0,0,1,1,0,0,1,0,phishing
fes-romania.org,0,1,1,2,0,0,0,1,1,1,1,1,phishing
dusperdesi.net,0,0,1,8,0,0,0,0,1,1,1,1,phishing
snip.ly,0,0,0,1,0,0,0,0,0,0,1,0,phishing
planwise.co.za,0,0,1,7,0,0,0,0,1,1,1,1,phishing
hotelmontiazzurri.com,0,0,0,2,0,0,0,0,0,0,1,0,phishing
facebook.com.saketmehta.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
integrityozonesolutions.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
axelhess.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
secure.runescape.com-mx.ru,0,0,0,0,0,0,0,1,1,1,1,1,phishing
adislpe.co.uk,0,0,0,1,0,0,0,0,1,1,1,1,phishing
ouhsd-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,0,phishing
conta.angelbreek.com,0,0,1,5,0,0,0,0,1,1,1,1,phishing
qatarspr.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
tweedy-light.000webhostapp.com,0,0,0,1,0,0,0,1,1,1,1,1,phishing
agri72.fr,0,0,1,5,0,0,0,0,0,0,1,0,phishing
tokokainbandung.com,0,0,1,10,0,0,0,0,1,1,1,1,phishing
thatsmint.work,0,0,0,2,0,0,0,0,1,1,1,1,phishing
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,phishing
9m.no,0,0,0,1,0,0,0,0,0,0,1,0,phishing
polish-books.pl,0,0,1,6,0,0,0,1,0,0,1,0,phishing
omeglecaptures.ihostfull.com,0,0,0,0,0,0,0,0,0,0,1,0,phishing
najibafaiz.art,0,0,0,3,0,0,0,0,1,1,1,1,phishing
manutencaoitauchecks.com,0,0,0,0,0,0,0,0,1,1,1,1,phishing
foxlap.com,0,0,1,6,0,0,0,0,0,0,1,0,phishing
verifedby3.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
checkinitausecurity.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
barogaleria.com,0,1,1,5,0,0,0,0,0,0,1,0,phishing
millenniaco-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
waytoketo.com,0,0,1,4,0,0,0,0,1,1,1,1,phishing
53.com-id9533371.thoughtoholics.net,0,0,1,2,0,0,0,1,1,1,1,1,phishing
betasus20.blogspot.com,0,0,0,0,0,0,1,0,0,0,1,0,phishing
b96202rc.beget.tech,0,0,0,0,0,0,0,0,1,1,1,1,phishing
itauchekinsecurity.com,0,0,0,1,0,0,0,0,1,1,1,1,phishing
secure.runescape.com-rsgames.xyz,0,0,1,2,0,0,0,1,1,1,1,1,phishing
kellvesweden-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,0,phishing
storeagorahoje.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
groups-chats-whatsapps7.wikaba.com,0,0,0,0,0,0,0,1,0,0,1,0,phishing
dotdre.com,0,0,1,4,0,0,0,0,0,0,1,0,phishing
107.180.44.78,0,0,0,1,0,0,0,0,1,1,1,1,phishing
girlsgettinggoals.com,0,0,0,2,0,0,0,0,1,1,1,1,phishing
theaquaticmall.com,0,0,1,5,0,0,0,0,0,0,1,0,phishing
theingredients.net,0,0,0,2,0,0,0,0,0,0,1,0,phishing
